product,exact_match,match_count
Oc1ccc([C@H]2Oc3cc(O)cc(O)c3C[C@@H]2O)cc1,0,2
OC1=C(c2ccc(O)cc2)Oc2cc(O)cc(O)c2[C@@H]1O,0,1
Oc1ccc([C@H]2Oc3cc(O)cc(O)c3[C@H](O)[C@@H]2O)cc1,0,1
O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)cc2)[C@H]1O,1,2
OC[C@H]1O[C@@H](Oc2cc(O)cc3[o+]c(-c4ccc(O)cc4)ccc23)[C@H](O)[C@@H](O)[C@@H]1O,0,-1
Oc1ccc(-c2ccc3c(O)cc(O)cc3[o+]2)cc1,1,3
Oc1ccc([C@@H]2CC(O)c3c(O)cc(O)cc3O2)cc1,1,2
COc1cc(O)c2c(c1)O[C@H](c1ccc(O)cc1)CC2=O,0,1
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0,-1
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(c3)O[C@H](c3ccc(O)cc3)CC4=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0,-1
O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21,0,-1
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1,0,1
O=C1/C(=C/c2cc(O)c(O)c(O)c2)Oc2cc(O)cc(O)c21,1,2
O=C1/C(=C/Oc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)Oc2cc(O)ccc21,0,0
O=C1c2ccc(O)cc2OC1C1OC12C=CC(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C=C2,0,0
O=C1/C(=C/c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2)Oc2cc(O)ccc21,0,0
O=C1c2ccc(O)cc2OC1C(O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,0,0
O=C1c2ccc(O)cc2OC1C(OO)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,0,0
O=C1/C(=C/Oc2ccc(O)cc2)Oc2cc(O)ccc21,1,3
O=C1C=CC2(C=C1)OC2C1Oc2cc(O)ccc2C1=O,1,2
O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21,1,3
O=C1c2ccc(O)cc2OC1C(O)c1ccc(O)cc1,1,2
C=C(C)C(C)CC/C(C)=C\CC/C(C)=C/CC/C=C(/C)CC/C=C(\C)CCC(C)C(=C)C,1,2
CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](C(C)(C)O)[C@@H]5CC[C@]43C)[C@@]2(C)C1,0,-1
CC(CC[C@@H](O)[C@@H](O)[C@@H](O)CN)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C,0,-1
CC(CCC1O[C@@H](O)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)C1CC[C@]1(C)C2CCC2[C@@]3(C)CCCC(C)(C)C3CC[C@]21C,0,-1
CC(CCC1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)C1CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2CC[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3CC[C@]21C,0,-1
CC(=O)[C@@H]1CC[C@H]2[C@@]1(C)CC[C@H]1C(C)(C)[C@@H](O)CC[C@@]12C,0,-1
CC(C)=CCC/C(C)=C/CC[C@@](C)(O)[C@@H]1CC[C@@H]2[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]12C,0,0
CC1(C)C2CC[C@]3(C)C(CC=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O,0,-1
CC1(C)C2CC[C@]3(C)C([C@H](O)C=C4C5C[C@@](C)(CO)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O,0,-1
CC1(C)C2CC[C@]3(C)C(CC=C4C5C[C@@](C)(CO)CC[C@]5(C)CC[C@]43C)[C@@]2(C)CC[C@@H]1O,0,-1
CC1(C)CC2C3=CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O)C1,0,-1
CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@H](O)[C@](C)(CO)C5CC[C@]43C)C2C1,0,-1
CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)C4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C2C1,0,-1
CC1(C)CC[C@]2(C)CC[C@]3(C)C(=C[C@@H](O)C4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C2C1,0,-1
CC1(C)CC[C@]2(CO)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0,-1
CC1(C)CC[C@]2(C)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0,-1
CC1(C)CC[C@]2(C)CC[C@]3(C)[C@@]4(O[C@@H]4C[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0,-1
CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,0,-1
CC1(C)CC[C@]2(C)CC[C@]3(C)C(=C[C@@H](O)[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0,-1
CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5[C@H](O)C[C@]43C)[C@@H]2C1,0,-1
CC1(C)CC[C@@]2(C)[C@@H](C1)C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)C[C@H]2O,0,-1
CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0,-1
CC(C)=CCCC(C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,0,1
CC(C)=CCCC(C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C[C@]12C,0,-1
CC(C)=CCCC(C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,0,-1
CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C,0,-1
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@]1(C)[C@H](CCC=O)/C(=C(/C)CO)CC[C@H]1C,0,1
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC[C@@]1(C)[C@H](CCC=O)C(=C(C)C)CC[C@H]1C,1,2
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0,-1
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0,-1
C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0,-1
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,0,-1
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(CO)CC[C@H]1C,0,-1
C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12,0,-1
CC1(C)CC[C@]2(C)CC[C@]3(C)C4=CC[C@H]5C(C)(C)[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]3(C)[C@@H]2C1,0,-1
CC1(C)C=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)CC1,0,-1
CC1(C)CC[C@]2(C)CC=C3[C@@](C)(CC[C@H]4[C@@]3(C)CC[C@H]3C(C)(C)[C@@H](O)CC[C@@]34C)[C@@H]2C1,0,-1
CC1(C)CC[C@]2(C)CC[C@]3(C)[C@H]4CC=C5[C@@H](CC[C@H](O)C5(C)C)[C@]4(C)CC[C@@]3(C)[C@@H]2C1,0,-1
C[C@H]1C(=O)CC[C@H]2[C@]3(C)CC[C@@]4(C)[C@@H]5CC(C)(C)CC[C@]5(C)CC[C@]4(C)[C@H]3CC[C@@]21C,0,-1
CC1(C)CC[C@]2(C)CC[C@]3(C)C(=C2C1)CC[C@@H]1[C@@]2(C)CC[C@H](O)C(C)(C)[C@@H]2CC[C@]13C,0,-1
CC1(C)CC[C@]2(C)CC[C@]3(C)C4=C(CC[C@@]3(C)[C@@H]2C1)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC4,0,-1
CC(C)=CCC/C(C)=C/C=C\[C@@H](C)[C@@]1(C)CCC2=C1[C@@H](O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,0,1
CC(C)=CCC/C(C)=C/CC[C@@H](C)[C@@]1(C)CCC2=C1[C@@H](O)C[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,0,1
CC(C)=CCC/C(C)=C/CC[C@@H](C)[C@@]1(C)CCC2=C1CC[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,1,2
CC(C)CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3,0,-1
CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,0,-1
C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C=O)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,0,-1
C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)C,0,-1
CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,-1
C=C(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,0,-1
C=C(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,0,1
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C,0,-1
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C,0,0
CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@@]2(C)C1,1,2
C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@H]3[C@@H](O)[C@@](C)([C@]45O[C@@]4(C)[C@H]4C[C@@H]5O[C@@H]5OC=C[C@@]54O)[C@@H]4[C@@](O)(C(=O)OC)OC[C@@]14[C@@H]32,0,-1
CC(C)=CCC[C@@H](C)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,0,0
CC(=O)OC(C)(C)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C=C(O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,0,-1
CC(C)=CCC[C@@H](C)C1CC[C@@]2(C)C3CC=C4C(CC[C@H](O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,0,1
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O)C4(C)C)[C@]3(C)CC[C@]12C,0,-1
CC(C)=CCC/C(C)=C1/CC[C@@]2(C)[C@H]1CC[C@@H]1[C@]2(C)CC[C@H]2C(C)(C)[C@@H](O)CC[C@]12C,0,0
CC(C)=CCC/C(C)=C/CC[C@H](C)[C@@]1(C)CCC2=C1CC[C@H]1C(C)(C)[C@@H](O)CC[C@]21C,0,-1
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC[C@@H]1C(C)=CC[C@H](O)C1(C)C,1,2
CC(C)(O)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,0,-1
CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC(=O)[C@@H]4C)[C@]3(C)CC[C@@]2(C)C1,0,0
C=C1CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12,0,0
CC(C)=CCC[C@]1(C)CC[C@]2(C)[C@H]3CC[C@H]4C(C)(C)[C@@H]5CC[C@]4(O5)[C@]3(C)CC[C@@]2(C)C1,0,-1
CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CC[C@@H](C)[C@H](C)[C@@H]12,0,-1
CC1=CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CCC1=C(C)CC[C@@]2(C)CCC(C)(C)C[C@@H]12,0,0
CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]12C,1,2
CC1CC(C)(C)[C@@H]2CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@]2(C)C1,0,-1
O=C(O)/C=C\c1ccc(O)cc1O,1,1
C=C1Oc2cccc(C(=O)O)c2NC1=O,1,3
C=C(Oc1cccc(C(=O)O)c1N)C(=O)O,1,2
N[C@@H]1C(=O)CC=C[C@H]1C(=O)O,0,0
N[C@H]1C(C(=O)O)=CC=C[C@@H]1O,0,0
Oc1cc(Cl)c(Cl)cc1Cl,0,-1
O=C(O)CNCC(=O)O,1,2
C/C=C/C(=O)/C1=C/C(=C2/C=CCCN2)SC[C@H](NC(C)=O)C(=O)O1,0,-1
C/C=C/C=C/C=C/[C@@H](O)/C=C\CCN,0,-1
C/C=C/C=C/C=C/[C@@H](O)C/C=C/CN,0,-1
CC[C@H]1CCC[C@H](O)[C@@H](C)C(=O)/C=C/[C@@H]2[C@@H](C=C[C@@H]3C[C@@H](O)C[C@@H]23)/C=C/C(=O)O1,0,-1
CC[C@H]1CCC[C@H](O)[C@@H](C)C(=O)/C=C/C=C\C[C@H](O)C/C=C/C=C/C=C/C(=O)O1,0,0
CC[C@H]1CCC[C@H](O)[C@@H](C)C(=O)C/C=C/[C@H](O)C[C@H](O)C/C=C/C=C/C=C/C(=O)O1,0,0
Cc1cc(O)cc2oc(CC(=O)CC(=O)O)cc(=O)c12,1,2
COc1cc(-c2c(C)cc(O)cc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)oc(=O)c1,1,2
Cc1c(C(=O)O)c(O)cc2cc3cc4cc(O)cc(O)c4c(O)c3c(O)c12,1,4
CC(=O)c1c(CC(=O)CC(=O)O)cc2cc3cc(O)cc(O)c3c(O)c2c1O,1,3
CC(=O)CC(=O)c1c(CC(=O)CC(=O)CC(=O)O)cc2cc(O)cc(O)c2c1O,1,2
